,1,2,3,4,5,6,7,8,9,10
MAE,9.470522556094066,6.802574434336993,8.922354965851797,8.563772630512695,7.40869824183958,13.62810397768154,7.750171243009534,9.83045608830106,7.118769251925398,7.5624270952311905
MAPE,0.25625523707000003,0.21274857361592242,0.1876186382747247,0.26164785426730175,0.22974622041158074,0.24932465184657446,0.2548413679534838,0.23476754983497233,0.371982652039622,0.2660756095007739
RMSE,12.118730439123315,9.313574042545074,12.592697575007103,11.664202912732614,11.136414621955273,22.70015142669287,12.388673175953173,15.633953322750873,9.34779184731646,12.679459126770647
Media real,37.44718513023409,34.25979846686449,46.554484009231786,35.52617045829212,32.46074431256182,56.47432410154962,31.66165924826904,45.32967565117046,18.5701141608968,26.789008407517308
Media predecida,40.15815734863281,32.54479217529297,47.40023422241211,34.92966842651367,31.560157775878906,50.38643264770508,29.13423728942871,41.78523254394531,20.883270263671875,27.508604049682617
